project_id,block_order,block_type,layout_style,content_1_cn (左侧/主内容),content_1 _en(左侧/主内容),content_2_cn (右侧/次内容),content_2_en (右侧/次内容)
beijing-palace-museum-exhibition,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/02.webp,,,
beijing-palace-museum-exhibition,3,text_2col,50-50,"### 沉浸体验
引入裸眼3D与体感交互投影，还原“香雪”书房的静谧意境。","### Immersive Experience
Introduces naked-eye 3D and interactive projection to restore the tranquil mood of the 'Xiangxue' study.","### 跨界对话
通过精准的重点照明，使从古代文物到当代艺术的作品在同一空间中产生共鸣。","### Cross-Boundary Dialogue
Through precise accent lighting, works ranging from ancient artifacts to contemporary art resonate within the same space."
beijing-palace-museum-exhibition,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/06.webp",,,
beijing-palace-museum-exhibition,5,text_1col,align-left,"### 博物馆级光学保护
展柜与展墙采用高显色低照度的博物馆级轨道灯与光纤照明，确保文物安全的同时完美呈现艺术细节。","### Museum-Grade Optical Protection
Display cabinets and walls use high CRI, low illuminance museum-grade track lights and fiber optic lighting to ensure artifact safety while perfectly presenting artistic details.",,
beijing-palace-museum-exhibition,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/09.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/10.webp",,,
beijing-palace-museum-exhibition,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-palace-museum-exhibition/11.webp,,,
beijing-palace-museum-exhibition,8,text_1col,align-center,*穿越千年的时光，在这一方光晕中，照见了天地的本心。*,"*Traveling through thousands of years, in this halo of light, the true heart of heaven and earth is revealed.*",,
shanghai-fusion-gym,1,text_1col,align-center,"### 激发活力的运动光域
位于上海太古里的FUSION健身房，以现代极简的室内设计与柔和动感的灯光交错，打造极具未来感的运动空间。","### Energizing Sports Light Realm
Located in Taikoo Li Shanghai, FUSION GYM intertwines modern minimalist interior design with soft, dynamic lighting to create a futuristic sports space.",,
shanghai-fusion-gym,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/02.webp,,,
shanghai-fusion-gym,3,text_2col,50-50,"### 几何光阵
采用阵列式方形发光灯膜与圆形吊灯，模拟自然天光，注入空间动感。","### Geometric Light Matrix
Uses an array of square luminous film lights and circular pendants to simulate natural skylight, injecting dynamism into the space.","### 材质对话
隐藏式洗墙灯凸显珠母贝瓷砖的温润光泽，与硬朗的器械形成反差。","### Material Dialogue
Concealed wall washers highlight the warm luster of mother-of-pearl tiles, creating a contrast with the tough equipment."
shanghai-fusion-gym,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/06.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/08.webp",,,
shanghai-fusion-gym,5,text_1col,align-left,"### 舒适视觉与高级质感
运用防眩光下照灯与间接照明系统，确保运动过程中的视觉舒适度与高端空间质感。","### Comfortable Vision and Premium Texture
Utilizes anti-glare downlights and indirect lighting systems to ensure visual comfort and a premium spatial texture during workouts.",,
shanghai-fusion-gym,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/09.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/10.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/11.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/12.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/13.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/14.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/15.webp",,,
shanghai-fusion-gym,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-fusion-gym/16.webp,,,
shanghai-fusion-gym,8,text_1col,align-center,*汗水与光轨交织，每一步跃动都在雕刻未来的自己。*,*Sweat and light trails intertwine; every leap carves out the future self.*,,
suzhou-the-summit,1,text_1col,align-center,"### 苏州天际的晶莹之盒
毗邻金鸡湖的双塔城市综合体，灯光延续苏州传统建筑的黑白灰色调，打造出现代而典雅的城市新地标。","### Glowing Box in Suzhou Skyline
Adjacent to Jinji Lake, this twin-tower complex extends the black, white, and gray tones of traditional Suzhou architecture, creating a modern and elegant new city landmark.",,
suzhou-the-summit,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-the-summit/02.webp,,,
suzhou-the-summit,3,text_2col,50-50,"### 发光裙楼
裙楼采用多层背光系统，结合定制釉面玻璃，在夜间化作温润的“发光盒子”。","### Glowing Podium
The podium uses a multi-layer backlight system combined with custom glazed glass, transforming into a warm 'glowing box' at night.","### 互动剪影
连桥上的感应系统将行人的动作化为玻璃幕墙上的动态剪影，增强商业互动。","### Interactive Silhouette
A sensor system on the bridge translates pedestrians' movements into dynamic silhouettes on the glass facade, enhancing commercial interaction."
suzhou-the-summit,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-the-summit/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-the-summit/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-the-summit/05.webp",,,
suzhou-the-summit,5,text_1col,align-left,"### LEED级绿色能效
幕墙内部署了15000个高定制LED点光源，耗电极低，符合最高级别LEED绿色建筑标准。","### LEED-Grade Green Efficiency
15,000 highly customized LED point sources are deployed inside the curtain wall with extremely low power consumption, meeting the highest LEED green building standards.",,
suzhou-the-summit,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-the-summit/06.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-the-summit/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-the-summit/08.webp",,,
suzhou-the-summit,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-the-summit/09.webp,,,
suzhou-the-summit,8,text_1col,align-center,*姑苏夜幕里，那晶莹剔透的城之光，折射着水乡的摩登梦。*,"*In the night of Gusu, the crystal-clear light of the city reflects the modern dream of the water town.*",,
guangzhou-zeekr-icc,1,text_1col,align-center,"### 极氪未来的科技光窗
ZEEKR极氪全球首家品牌中心，以纯粹的色温变化与暗槽藏光设计，凸显汽车的科技质感与现代空间的极简美学。","### Technological Light Window of Future
As ZEEKR's first global brand center, it highlights the technological texture of cars and the minimalist aesthetics of modern space through pure color temperature changes and concealed light slot designs.",,
guangzhou-zeekr-icc,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/02.webp,,,
guangzhou-zeekr-icc,3,text_2col,50-50,"### 橱窗立面
摒弃繁复，仅保留发光Logo，用不同色温的内透光将上下楼层划分出不同的情绪区间。","### Showroom Facade
Discarding complexity, it only retains the illuminated Logo, using different color temperatures of inner light to divide the upper and lower floors into different emotional zones.","### 环形聚焦
VIP区采用天花与地面的圆环灯槽呼应，将视觉焦点完美汇聚于展车之上。","### Circular Focus
The VIP area features echoing circular light slots on the ceiling and floor, perfectly converging the visual focus onto the display car."
guangzhou-zeekr-icc,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/06.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/09.webp",,,
guangzhou-zeekr-icc,5,text_1col,align-left,"### 无主灯空间的纯粹质感
陈列墙与楼梯间运用隐藏式层板灯与洗墙灯，以无主光设计打造出高级而纯粹的未来空间。","### Pure Texture of Masterless Light Space
The display walls and stairwells use concealed shelf lights and wall washers, creating a premium and pure futuristic space through a masterless lighting design.",,
guangzhou-zeekr-icc,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/10.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/11.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/12.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/13.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/14.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/15.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/16.webp",,,
guangzhou-zeekr-icc,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-zeekr-icc/17.webp,,,
guangzhou-zeekr-icc,8,text_1col,align-center,*极简的光，划破时代的边界，引领我们驶入科技的深宇。*,"*Minimalist light cuts through the boundaries of the era, leading us into the deep universe of technology.*",,
shanghai-sinan-books,1,text_1col,align-center,"### 梧桐树下的闪耀钻石
位于上海思南公馆的快闪概念书店，如同一颗发光的钻石，在城市的心脏地带为阅读者点亮一盏人文之光。","### Shining Diamond under Plane Trees
Located in Sinan Mansions, Shanghai, this pop-up concept bookstore shines like a glowing diamond, lighting a lamp of humanities for readers in the heart of the city.",,
shanghai-sinan-books,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/02.webp,,,
shanghai-sinan-books,3,text_2col,50-50,"### 媒介立面
闭合时，书架背面的定制化LED矩阵化身为数字媒体墙，与城市广场进行光影对话。","### Media Facade
When closed, the customized LED matrix on the back of the bookshelves transforms into a digital media wall, engaging in a light dialogue with the city square.","### 向心阵列
室内运用向心式布局与隐藏式线性灯带，为驻店作家与读者提供温暖的阅读包裹感。","### Centripetal Array
The interior utilizes a centripetal layout and concealed linear light strips to provide resident writers and readers with a warm, enveloping reading experience."
shanghai-sinan-books,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/06.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/09.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/10.webp",,,
shanghai-sinan-books,5,text_1col,align-left,"### 极致的空间集成
30平米的极小空间内，巧妙集成微型调光系统与灯具节点，实现结构与光影的无缝融合。","### Ultimate Space Integration
Within a tiny 30-square-meter space, micro dimming systems and lighting nodes are cleverly integrated to achieve a seamless fusion of structure and light.",,
shanghai-sinan-books,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/11.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/12.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/13.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/14.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/15.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/16.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/17.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/18.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/19.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/20.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/21.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/22.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/23.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/24.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/25.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/26.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/27.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/28.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/29.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/30.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/31.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/32.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/33.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/34.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/35.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/36.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/38.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/39.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/40.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/41.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/42.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/43.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/44.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/45.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/46.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/47.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/48.webp",,,
shanghai-sinan-books,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-sinan-books/49.webp,,,
shanghai-sinan-books,8,text_1col,align-center,*梧桐掩映下，这颗温润的发光宝石，是城市最柔软的书香梦境。*,"*Shaded by plane trees, this glowing gem is the city's softest literary dream.*",,
shanghai-hengfeng-bridge,1,text_1col,align-center,"### 苏河之上的时空涟漪
荣获A'DESIGN大奖的全球首创多功能灯光艺术装置，将激光、投影与道路照明完美融合，让百年老桥焕发水波涟漪。","### Space-time Ripples on Suzhou River
Winning the A'DESIGN Award, this world-first multi-functional lighting art installation perfectly integrates lasers, projections, and road lighting, rejuvenating a century-old bridge with water ripples.",,
shanghai-hengfeng-bridge,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/09.webp,,,
shanghai-hengfeng-bridge,3,text_2col,50-50,"### 激光织网
利用桥面灯杆顶部的互动激光束在空中交织，仿佛为苏州河披上一层梦幻的流光之网。","### Laser Weaving
Utilizes interactive laser beams at the top of the bridge's lamp posts to weave in the air, seemingly draping a dreamy net of flowing light over the Suzhou River.","### 涟漪互动
多功能灯杆向人行道投射出灵动的水波纹，与桥下潺潺的苏州河水遥相呼应。","### Ripple Interaction
Multi-functional lamp posts project lively water ripples onto the sidewalks, echoing the murmuring waters of the Suzhou River below."
shanghai-hengfeng-bridge,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/11.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/12.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/13.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/14.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/15.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/16.webp",,,
shanghai-hengfeng-bridge,5,text_1col,align-left,"### 安全与美学的共鸣
装置集成了防眩光模块与智能控制系统，在美化城市夜景的同时，极大提升了行车与步行的安全性。","### Resonance of Safety and Aesthetics
The installation integrates anti-glare modules and intelligent control systems, immensely improving driving and walking safety while beautifying the city's night scene.",,
shanghai-hengfeng-bridge,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/17.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/18.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/19.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/20.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/21.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/22.webp",,,
shanghai-hengfeng-bridge,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-hengfeng-bridge/23.webp,,,
shanghai-hengfeng-bridge,8,text_1col,align-center,*光网倾泻而下，苏河的水波倒映着百年的岁月与顷刻的永恒。*,"*The light net pours down, and the ripples of the Suzhou River reflect a century of time and an instant of eternity.*",,
hangzhou-ocean-kic,1,text_1col,align-center,"### 点亮夜色商业的璀璨之眼
以“YEAH”为夜经济核心概念，通过建筑立面与广场的动态光影联动，打造杭州大运河畔最具活力的潮流引力场。","### Shining Eye of Night Commercial
With 'YEAH' as the core concept of the night economy, it creates the most vibrant trend-setting gravitational field along Hangzhou's Grand Canal through the dynamic light linkage between the building facade and the plaza.",,
hangzhou-ocean-kic,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/hangzhou-ocean-kic/02.webp,,,
hangzhou-ocean-kic,3,text_2col,50-50,"### 水波云影
下沉广场与主入口通过定制化媒体矩阵，呈现水流与云影的动态视觉艺术。","### Water Wave Cloud Shadow
The sunken plaza and main entrance present dynamic visual arts of water flow and cloud shadows through a customized media matrix.","### 商业磁场
高空塔楼的冠部照明与裙楼的温暖内透交相辉映，建立起强大的城市视觉坐标。","### Commercial Magnetic Field
The crown lighting of the high-rise tower and the warm interior translucency of the podium complement each other, establishing a powerful urban visual coordinate."
hangzhou-ocean-kic,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/hangzhou-ocean-kic/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/hangzhou-ocean-kic/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/hangzhou-ocean-kic/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/hangzhou-ocean-kic/06.webp",,,
hangzhou-ocean-kic,5,text_1col,align-left,"### 智能场景联动
运用高效节能的外控RGBW线性灯与点光源，结合定时场景控制，满足平日、节假日及深夜的不同光影需求。",### Intelligent Scene,,
nanchang-gemdale-metropolis-light,1,text_1col,align-center,"### 城市之心，方圆交织的艺术微光
南昌金地中奥九颂都会之光位于江西省南昌市，这座融合了城市化与休闲属性的社区文化中心，承载着多层次的空间属性。照明设计以方圆交织的建筑形态为灵感，通过智能照明与线性光影，塑造出南昌城市夜空中宁静而现代的建筑地标。","### The Heart of the City: An Artistic Glimmer of Interlaced Square and Circle
Located in Nanchang, Jiangxi Province, Gemdale Zhongaojiusong Metropolis Light is a community culture center blending urbanization and leisure with multi-layered spatial attributes. Inspired by its square and circular architectural forms, the lighting design uses smart illumination and linear light to sculpt a tranquil, modern architectural landmark in the Nanchang night sky.",,
nanchang-gemdale-metropolis-light,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-gemdale-metropolis-light/02.webp,,,
nanchang-gemdale-metropolis-light,3,text_2col,50-50,"### 轮廓与肌理的对话
照明设计顺应建筑外部石材的平滑质感，通过顶部挑檐的线性散发光，创造出一种仿佛悬浮于空中的轻盈感。","### A Dialogue Between Outline and Texture
The lighting design follows the smooth texture of the exterior stone, creating a sense of weightlessness, as if floating in the air, through linear light emitted from the top cornice.","### 柔和与刚硬的交织
地埋洗墙灯的运用强化了建筑表面直线与曲线的交织，丰富了空间的视觉层次。水景倒影与建筑发光体相互辉映，构筑了动静结合的光影生态。","### Interweaving Softness and Rigidity
The use of in-ground wall washers strengthens the interplay of straight and curved lines on the facade, enriching the visual hierarchy. Water reflections and the glowing architecture complement each other, building a dynamic ecosystem of light and shadow."
nanchang-gemdale-metropolis-light,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-gemdale-metropolis-light/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-gemdale-metropolis-light/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-gemdale-metropolis-light/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-gemdale-metropolis-light/06.webp",,,
nanchang-gemdale-metropolis-light,5,text_1col,align-left,"### 沉浸式的细节雕琢
为了凸显中心广场上四根具有圆形穹顶的巨大结构柱，顶部边缘精心布置了定制LED灯带。光线从地面洗墙灯柔和升起，与顶部投射光形成鲜明对比，为访客提供了极具趣味与安全感的空间体验。","### Immersive Detail Sculpting
To highlight the four giant structural columns with circular domes in the central square, customized LED strips are meticulously arranged on the top edges. The light softly rises from ground wall washers, contrasting sharply with the top projection light, providing visitors with a spatial experience full of interest and safety.",,
nanchang-gemdale-metropolis-light,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-gemdale-metropolis-light/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-gemdale-metropolis-light/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-gemdale-metropolis-light/09.webp",,,
nanchang-gemdale-metropolis-light,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-gemdale-metropolis-light/10.webp,,,
nanchang-gemdale-metropolis-light,8,text_1col,align-center,*光是建筑的灵魂，它让静谧的方圆之境在夜幕中悄然绽放。*,"*Light is the soul of architecture, allowing the tranquil realm of square and circle to quietly bloom in the night.*",,
wuhan-shuion-tiandi,1,text_1col,align-center,"### 拔地而起的光影巨塔
武汉瑞安企业天地傲立于武汉核心商业区，通过极具序列感的灯光设计，完美展示了办公与商业空间的不同尺度。光影不仅赋予了建筑夜间的灵魂，更使其成为武汉滨江天际线中不可或缺的璀璨智能照明地标。","### A Towering Monolith of Light and Shadow
Standing proudly in the core commercial district of Wuhan, the Wuhan Shui On Corporate Avenue perfectly demonstrates the different scales of office and commercial spaces through its highly sequenced lighting design. Light and shadow not only give the building its nocturnal soul but also make it an indispensable, dazzling smart lighting landmark in Wuhan's riverside skyline.",,
wuhan-shuion-tiandi,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuhan-shuion-tiandi/02.webp,,,
wuhan-shuion-tiandi,3,text_2col,50-50,"### 幕墙肌理的极致刻画
灯光设计通过在建筑立面穿孔铝板中巧妙隐藏灯具，精准的控光避免了对室内环境的干扰，同时在夜间形成如繁星般的立体视觉效果。","### Ultimate Depiction of Facade Texture
The lighting design cleverly hides fixtures within the perforated aluminum panels. Precise light control prevents interference with the indoor environment while creating a three-dimensional visual effect dotted like stars at night.","### 顶部王冠的璀璨绽放
塔楼顶部的灯光处理，采用高亮度、高色彩饱和度的投光设备，结合智能控制系统，使建筑如同戴上了发光的王冠。","### The Radiant Bloom of the Crown
The lighting treatment at the top of the tower employs high-brightness, high-color-saturation floodlights combined with an intelligent control system, making the building appear as if crowned with light."
wuhan-shuion-tiandi,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuhan-shuion-tiandi/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuhan-shuion-tiandi/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuhan-shuion-tiandi/05.webp",,,
wuhan-shuion-tiandi,5,text_1col,align-left,"### 商业活力的光之引导
在商业裙楼部分，灯光通过色温与亮度的对比，强化了商业入口的吸引力，结合景观节点的重点照明，为城市夜晚注入源源不断的活力。","### Light Guidance of Commercial Vitality
In the commercial podium, the lighting enhances the attraction of the commercial entrances through the contrast of color temperature and brightness. Combined with the accent lighting of landscape nodes, it injects continuous vitality into the city's night.",,
wuhan-shuion-tiandi,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuhan-shuion-tiandi/06.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuhan-shuion-tiandi/07.webp",,,
wuhan-shuion-tiandi,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuhan-shuion-tiandi/08.webp,,,
wuhan-shuion-tiandi,8,text_1col,align-center,*流光溢彩间，城市天际线被赋予了不朽的韵律。*,"*Amidst the flowing colors, the city skyline is endowed with an immortal rhythm.*",,
